DataOficial;Districte;Sector;NomesNacionals;NomesEstrangers;Mixtes
2023/01/01;6;"LA CREU DE BARBERÀ";6442;712;1001
2023/01/01;6;"SANT PAU DE RIU-SEC";6;0;1
2023/01/01;6;SUD;2755;343;538
2023/01/01;7;EST;13;4;1
2023/01/01;7;"LA SERRA DE SANT ISCLE";2709;223;357
2022/01/01;1;"EL CENTRE";13245;550;966
2022/01/01;1;"SANT OLEGUER";6482;326;522
2022/01/01;2;"CAN PUIGGENER";1558;298;357
2022/01/01;2;"LA CREU ALTA";6766;307;559
2022/01/01;2;TOGORES;11;0;4
2022/01/01;3;"CA N'ORIAC";6122;481;689
2022/01/01;3;NORD;4699;225;319
2022/01/01;3;"SANT JULIÀ D'ALTURA";18;2;2
2022/01/01;4;BERARDO;4051;78;222
2022/01/01;4;"CAN RULL";5548;388;516
2022/01/01;4;"LA CONCÒRDIA";4336;240;461
2022/01/01;5;"CAN FEU";3420;276;344
2022/01/01;5;GRÀCIA;3578;216;332
2022/01/01;5;OEST;15;0;2
2022/01/01;6;"LA CREU DE BARBERÀ";6437;704;927
2022/01/01;6;"SANT PAU DE RIU-SEC";7;0;1
2022/01/01;6;SUD;2791;359;481
2022/01/01;7;EST;13;3;0
2022/01/01;7;"LA SERRA DE SANT ISCLE";2707;253;316
2023/04/01;1;"EL CENTRE";13442;606;1037
2023/04/01;1;"SANT OLEGUER";6638;358;575
2023/04/01;2;"CAN PUIGGENER";1560;277;404
2023/04/01;2;"LA CREU ALTA";6857;347;592
2023/04/01;2;TOGORES;14;1;1
2023/04/01;3;"CA N'ORIAC";6136;505;757
2023/04/01;3;NORD;4667;237;357
2023/04/01;3;"SANT JULIÀ D'ALTURA";17;2;3
2023/04/01;4;BERARDO;4069;90;237
2023/04/01;4;"CAN RULL";5532;396;590
2023/04/01;4;"LA CONCÒRDIA";4325;254;471
2023/04/01;5;"CAN FEU";3483;278;412
2023/04/01;5;GRÀCIA;3590;236;357
2023/04/01;5;OEST;16;0;2
2023/04/01;6;"LA CREU DE BARBERÀ";6441;734;1032
2023/04/01;6;"SANT PAU DE RIU-SEC";6;0;1
2023/04/01;6;SUD;2759;350;548
2023/04/01;7;EST;12;4;1
2023/04/01;7;"LA SERRA DE SANT ISCLE";2699;220;366
2022/04/01;1;"EL CENTRE";13291;537;1003
2022/04/01;1;"SANT OLEGUER";6543;325;540
2022/04/01;2;"CAN PUIGGENER";1562;282;377
2022/04/01;2;"LA CREU ALTA";6786;312;560
2022/04/01;2;TOGORES;11;0;4
2022/04/01;3;"CA N'ORIAC";6122;495;698
2022/04/01;3;NORD;4692;231;336
2022/04/01;3;"SANT JULIÀ D'ALTURA";17;2;2
2022/04/01;4;BERARDO;4050;80;227
2022/04/01;4;"CAN RULL";5549;390;529
2022/04/01;4;"LA CONCÒRDIA";4327;245;462
2022/04/01;5;"CAN FEU";3449;272;359
2022/04/01;5;GRÀCIA;3593;227;333
2022/04/01;5;OEST;16;0;2
2022/04/01;6;"LA CREU DE BARBERÀ";6425;700;961
2022/04/01;6;"SANT PAU DE RIU-SEC";6;0;1
2022/04/01;6;SUD;2779;360;499
2022/04/01;7;EST;13;4;0
2022/04/01;7;"LA SERRA DE SANT ISCLE";2710;244;326
2023/07/01;1;"EL CENTRE";13500;613;1096
2023/07/01;1;"SANT OLEGUER";6653;371;599
2023/07/01;2;"CAN PUIGGENER";1569;277;417
2023/07/01;2;"LA CREU ALTA";6891;371;611
2023/07/01;2;TOGORES;14;1;1
2023/07/01;3;"CA N'ORIAC";6126;492;796
2023/07/01;3;NORD;4659;233;384
2023/07/01;3;"SANT JULIÀ D'ALTURA";18;2;2
2023/07/01;4;BERARDO;4070;91;249
2023/07/01;4;"CAN RULL";5544;394;615
2023/07/01;4;"LA CONCÒRDIA";4327;264;477
2023/07/01;5;"CAN FEU";3510;281;433
2023/07/01;5;GRÀCIA;3582;239;357
2023/07/01;5;OEST;17;0;2
2023/07/01;6;"LA CREU DE BARBERÀ";6434;723;1075
2023/07/01;6;"SANT PAU DE RIU-SEC";5;0;2
2023/07/01;6;SUD;2759;357;561
2023/07/01;7;EST;11;5;1
2023/07/01;7;"LA SERRA DE SANT ISCLE";2705;224;375
2022/07/01;1;"EL CENTRE";13322;545;1025
2022/07/01;1;"SANT OLEGUER";6592;335;531
2022/07/01;2;"CAN PUIGGENER";1575;279;381
2022/07/01;2;"LA CREU ALTA";6800;316;577
2022/07/01;2;TOGORES;11;1;3
2022/07/01;3;"CA N'ORIAC";6121;491;720
2022/07/01;3;NORD;4691;229;344
2022/07/01;3;"SANT JULIÀ D'ALTURA";17;2;2
2022/07/01;4;BERARDO;4062;80;226
2022/07/01;4;"CAN RULL";5565;397;541
2022/07/01;4;"LA CONCÒRDIA";4338;240;460
2022/07/01;5;"CAN FEU";3455;262;376
2022/07/01;5;GRÀCIA;3605;229;338
2022/07/01;5;OEST;16;0;2
2022/07/01;6;"LA CREU DE BARBERÀ";6454;699;976
2022/07/01;6;"SANT PAU DE RIU-SEC";6;0;1
2022/07/01;6;SUD;2781;342;509
2022/07/01;7;EST;13;5;0
2022/07/01;7;"LA SERRA DE SANT ISCLE";2719;230;351
